0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,gender,label
-512.2984009,83.82963562,-4.376530647,14.61861515,-0.692924619,8.799656868,-26.61682892,-13.82758236,-13.85189915,-22.9538765,-7.63070488,-16.83158875,-5.230755329,27.50857925,27.50857925,27.50857925,27.50857925,27.50857925,-8.972940445,-2.911322594,-3.289271593,-1.103318453,-1.103318453,-1.103318453,-1.103318453,-1.103318453,-31.12229347,-31.12229347,-31.12229347,-31.12229347,-31.12229347,4.023520947,0.73510927,2.072565079,2.0654037,2.0654037,2.0654037,2.0654037,2.0654037,female,adult
-460.0697632,93.2902832,-6.838367462,13.84517193,-9.500067711,10.76807117,-34.27227783,-16.39055634,-21.36860275,-24.89413261,-3.439239025,-21.06533813,-7.171474934,22.7969532,22.7969532,22.7969532,22.7969532,22.7969532,-10.02620029,-2.558618307,-2.998004675,-0.55038923,-0.55038923,-0.55038923,-0.55038923,-0.55038923,-27.79548645,-27.79548645,-27.79548645,-27.79548645,-27.79548645,4.906439304,1.4347651,2.367910862,1.930778861,1.930778861,1.930778861,1.930778861,1.930778861,female,adult
-490.2620239,75.48670197,4.760766983,11.05883789,-12.90731049,17.65109444,-22.88648033,-13.16472816,-22.63066864,-22.44156647,-2.208466768,-19.96467972,-5.634185314,25.93114853,25.93114853,25.93114853,25.93114853,25.93114853,-8.871894836,-2.977344751,-2.865450859,-0.861260533,-0.861260533,-0.861260533,-0.861260533,-0.861260533,-30.32393646,-30.32393646,-30.32393646,-30.32393646,-30.32393646,3.533537149,1.42326951,1.558952093,1.565634131,1.565634131,1.565634131,1.565634131,1.565634131,female,adult
-492.1764526,83.44792938,-2.954031467,11.88627148,-21.68868637,11.8991642,-24.71066666,-11.45329094,-23.77260971,-23.69095802,3.531054735,-18.66617966,-5.568789959,25.75685501,25.75685501,25.75685501,25.75685501,25.75685501,-9.011873245,-1.805194139,-1.946546197,0.283822149,0.283822149,0.283822149,0.283822149,0.283822149,-29.63608742,-29.63608742,-29.63608742,-29.63608742,-29.63608742,4.401408195,1.696640015,1.797997832,0.934551656,0.934551656,0.934551656,0.934551656,0.934551656,female,adult
-501.9899902,87.8321228,-10.49744129,7.866550446,-11.41801834,14.53622723,-28.53429985,-16.53861618,-17.47541618,-17.61569977,3.779928923,-18.97335434,-5.112764835,26.59236717,26.59236717,26.59236717,26.59236717,26.59236717,-8.477530479,-1.042115092,-1.916845798,-0.195939273,-0.195939273,-0.195939273,-0.195939273,-0.195939273,-30.05673027,-30.05673027,-30.05673027,-30.05673027,-30.05673027,4.82270813,1.254414916,1.673411608,1.372824311,1.372824311,1.372824311,1.372824311,1.372824311,female,adult
-505.0847778,84.68991089,8.956038475,13.12414646,-1.392619729,13.27254677,-27.96873665,-18.75096321,-17.49081802,-22.20174026,-8.229727745,-18.98506546,-6.539181232,26.10586739,26.10586739,26.10586739,26.10586739,26.10586739,-9.953891754,-3.982343912,-3.490313768,-1.355530739,-1.355530739,-1.355530739,-1.355530739,-1.355530739,-31.25396919,-31.25396919,-31.25396919,-31.25396919,-31.25396919,4.261108398,1.645820022,2.138101816,2.323640585,2.323640585,2.323640585,2.323640585,2.323640585,female,adult
-486.6923828,87.8679657,-0.921659946,8.573245049,-12.88013554,16.38162422,-25.59944534,-15.10405254,-21.53803444,-23.35936928,-6.688018322,-20.33418846,-5.136439323,25.16923523,25.16923523,25.16923523,25.16923523,25.16923523,-9.447206497,-2.794412613,-2.874566078,-0.826751947,-0.826751947,-0.826751947,-0.826751947,-0.826751947,-29.60079193,-29.60079193,-29.60079193,-29.60079193,-29.60079193,4.389155388,0.971951723,1.499906182,1.754992485,1.754992485,1.754992485,1.754992485,1.754992485,female,adult
-479.2682495,80.87078857,-1.956343174,8.321038246,-14.49947548,18.08018684,-24.43384171,-15.62017822,-24.71081543,-22.08518791,-1.227319837,-20.25260353,-5.167254925,24.89268303,24.89268303,24.89268303,24.89268303,24.89268303,-8.965068817,-2.373760462,-2.584763765,-0.628690898,-0.628690898,-0.628690898,-0.628690898,-0.628690898,-29.44235802,-29.44235802,-29.44235802,-29.44235802,-29.44235802,3.935027122,1.244691372,1.592492104,1.676669836,1.676669836,1.676669836,1.676669836,1.676669836,female,adult
-470.9622192,84.26023102,-8.323662758,23.02045059,-9.444574356,16.4228878,-39.84741592,-17.70924568,-21.2387619,-18.38232994,1.678735852,-27.32939911,-5.653610229,23.72233963,23.72233963,23.72233963,23.72233963,23.72233963,-9.352962494,-2.365320921,-3.650520802,-0.561896443,-0.561896443,-0.561896443,-0.561896443,-0.561896443,-29.03040504,-29.03040504,-29.03040504,-29.03040504,-29.03040504,4.555542469,1.971194744,2.669510841,1.828109741,1.828109741,1.828109741,1.828109741,1.828109741,female,adult
-468.7968445,77.35716248,-2.778424501,23.22930527,-7.922142029,16.40198326,-35.58181381,-14.71794224,-21.05441475,-26.56151962,-2.237230301,-25.02186394,-4.04446888,24.03850555,24.03850555,24.03850555,24.03850555,24.03850555,-9.567614555,-3.409869432,-4.122492313,-0.898587644,-0.898587644,-0.898587644,-0.898587644,-0.898587644,-29.18997383,-29.18997383,-29.18997383,-29.18997383,-29.18997383,3.46078968,1.625662804,2.634510279,2.229409695,2.229409695,2.229409695,2.229409695,2.229409695,female,adult
-462.2036133,83.66174316,-11.64668941,22.06342888,-7.155666828,11.83279228,-36.22694397,-15.18297005,-23.51048851,-25.43696213,-0.680838168,-24.51129913,-4.54776144,23.31411934,23.31411934,23.31411934,23.31411934,23.31411934,-9.592504501,-2.639386177,-3.811624765,-0.629373908,-0.629373908,-0.629373908,-0.629373908,-0.629373908,-28.5081749,-28.5081749,-28.5081749,-28.5081749,-28.5081749,3.961035728,1.424319506,2.823881388,2.250141382,2.250141382,2.250141382,2.250141382,2.250141382,female,adult
-464.9019165,84.6315155,-8.029987335,16.5561409,-3.888557911,15.34594059,-31.78831482,-17.21956825,-17.18327522,-16.9950943,-0.776628256,-24.13825417,-6.11184454,23.94324112,23.94324112,23.94324112,23.94324112,23.94324112,-8.823624611,-2.179920197,-3.39198041,-1.084964752,-1.084964752,-1.084964752,-1.084964752,-1.084964752,-28.51194763,-28.51194763,-28.51194763,-28.51194763,-28.51194763,4.377104759,1.269555688,2.045770884,1.82743907,1.82743907,1.82743907,1.82743907,1.82743907,female,adult
