,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,gender,label
0,-512.2984008789062,83.82963562011719,-4.376530647277832,14.61861515045166,-0.6929246187210083,8.799656867980957,-26.61682891845703,-13.827582359313965,-13.851899147033691,-22.953876495361328,-7.630704879760742,-16.831588745117188,-5.23075532913208,27.50857925415039,27.50857925415039,27.50857925415039,27.50857925415039,27.50857925415039,-8.972940444946289,-2.911322593688965,-3.289271593093872,-1.103318452835083,-1.103318452835083,-1.103318452835083,-1.103318452835083,-1.103318452835083,-31.12229347229004,-31.12229347229004,-31.12229347229004,-31.12229347229004,-31.12229347229004,4.0235209465026855,0.735109269618988,2.0725650787353516,2.065403699874878,2.065403699874878,2.065403699874878,2.065403699874878,2.065403699874878,female,adult
1,-460.06976318359375,93.290283203125,-6.838367462158203,13.845171928405762,-9.500067710876465,10.768071174621582,-34.27227783203125,-16.39055633544922,-21.368602752685547,-24.894132614135742,-3.439239025115967,-21.065338134765625,-7.171474933624268,22.796953201293945,22.796953201293945,22.796953201293945,22.796953201293945,22.796953201293945,-10.026200294494629,-2.5586183071136475,-2.998004674911499,-0.5503892302513123,-0.5503892302513123,-0.5503892302513123,-0.5503892302513123,-0.5503892302513123,-27.795486450195312,-27.795486450195312,-27.795486450195312,-27.795486450195312,-27.795486450195312,4.906439304351807,1.434765100479126,2.367910861968994,1.9307788610458374,1.9307788610458374,1.9307788610458374,1.9307788610458374,1.9307788610458374,female,adult
2,-490.26202392578125,75.48670196533203,4.760766983032227,11.058837890625,-12.907310485839844,17.651094436645508,-22.8864803314209,-13.164728164672852,-22.63066864013672,-22.441566467285156,-2.2084667682647705,-19.964679718017578,-5.634185314178467,25.931148529052734,25.931148529052734,25.931148529052734,25.931148529052734,25.931148529052734,-8.871894836425781,-2.9773447513580322,-2.865450859069824,-0.8612605333328247,-0.8612605333328247,-0.8612605333328247,-0.8612605333328247,-0.8612605333328247,-30.323936462402344,-30.323936462402344,-30.323936462402344,-30.323936462402344,-30.323936462402344,3.5335371494293213,1.423269510269165,1.5589520931243896,1.5656341314315796,1.5656341314315796,1.5656341314315796,1.5656341314315796,1.5656341314315796,female,adult
3,-492.17645263671875,83.44792938232422,-2.954031467437744,11.886271476745605,-21.68868637084961,11.899164199829102,-24.71066665649414,-11.453290939331055,-23.77260971069336,-23.69095802307129,3.531054735183716,-18.666179656982422,-5.568789958953857,25.756855010986328,25.756855010986328,25.756855010986328,25.756855010986328,25.756855010986328,-9.011873245239258,-1.8051941394805908,-1.946546196937561,0.2838221490383148,0.2838221490383148,0.2838221490383148,0.2838221490383148,0.2838221490383148,-29.63608741760254,-29.63608741760254,-29.63608741760254,-29.63608741760254,-29.63608741760254,4.4014081954956055,1.6966400146484375,1.7979978322982788,0.9345516562461853,0.9345516562461853,0.9345516562461853,0.9345516562461853,0.9345516562461853,female,adult
4,-501.989990234375,87.83212280273438,-10.497441291809082,7.866550445556641,-11.418018341064453,14.536227226257324,-28.534299850463867,-16.538616180419922,-17.47541618347168,-17.615699768066406,3.7799289226531982,-18.97335433959961,-5.112764835357666,26.59236717224121,26.59236717224121,26.59236717224121,26.59236717224121,26.59236717224121,-8.477530479431152,-1.0421150922775269,-1.9168457984924316,-0.19593927264213562,-0.19593927264213562,-0.19593927264213562,-0.19593927264213562,-0.19593927264213562,-30.056730270385742,-30.056730270385742,-30.056730270385742,-30.056730270385742,-30.056730270385742,4.8227081298828125,1.2544149160385132,1.6734116077423096,1.3728243112564087,1.3728243112564087,1.3728243112564087,1.3728243112564087,1.3728243112564087,female,adult
5,-505.08477783203125,84.68991088867188,8.956038475036621,13.124146461486816,-1.3926197290420532,13.272546768188477,-27.96873664855957,-18.75096321105957,-17.49081802368164,-22.201740264892578,-8.229727745056152,-18.985065460205078,-6.539181232452393,26.105867385864258,26.105867385864258,26.105867385864258,26.105867385864258,26.105867385864258,-9.95389175415039,-3.982343912124634,-3.490313768386841,-1.3555307388305664,-1.3555307388305664,-1.3555307388305664,-1.3555307388305664,-1.3555307388305664,-31.253969192504883,-31.253969192504883,-31.253969192504883,-31.253969192504883,-31.253969192504883,4.2611083984375,1.6458200216293335,2.138101816177368,2.3236405849456787,2.3236405849456787,2.3236405849456787,2.3236405849456787,2.3236405849456787,female,adult
6,-486.6923828125,87.86796569824219,-0.9216599464416504,8.57324504852295,-12.880135536193848,16.381624221801758,-25.599445343017578,-15.104052543640137,-21.538034439086914,-23.3593692779541,-6.688018321990967,-20.33418846130371,-5.136439323425293,25.169235229492188,25.169235229492188,25.169235229492188,25.169235229492188,25.169235229492188,-9.447206497192383,-2.794412612915039,-2.874566078186035,-0.8267519474029541,-0.8267519474029541,-0.8267519474029541,-0.8267519474029541,-0.8267519474029541,-29.600791931152344,-29.600791931152344,-29.600791931152344,-29.600791931152344,-29.600791931152344,4.389155387878418,0.9719517230987549,1.4999061822891235,1.7549924850463867,1.7549924850463867,1.7549924850463867,1.7549924850463867,1.7549924850463867,female,adult
7,-479.26824951171875,80.87078857421875,-1.956343173980713,8.321038246154785,-14.499475479125977,18.08018684387207,-24.433841705322266,-15.62017822265625,-24.7108154296875,-22.085187911987305,-1.2273198366165161,-20.25260353088379,-5.16725492477417,24.892683029174805,24.892683029174805,24.892683029174805,24.892683029174805,24.892683029174805,-8.965068817138672,-2.373760461807251,-2.584763765335083,-0.6286908984184265,-0.6286908984184265,-0.6286908984184265,-0.6286908984184265,-0.6286908984184265,-29.442358016967773,-29.442358016967773,-29.442358016967773,-29.442358016967773,-29.442358016967773,3.9350271224975586,1.2446913719177246,1.5924921035766602,1.6766698360443115,1.6766698360443115,1.6766698360443115,1.6766698360443115,1.6766698360443115,female,adult
8,-470.96221923828125,84.2602310180664,-8.323662757873535,23.020450592041016,-9.444574356079102,16.422887802124023,-39.847415924072266,-17.709245681762695,-21.23876190185547,-18.3823299407959,1.6787358522415161,-27.32939910888672,-5.6536102294921875,23.722339630126953,23.722339630126953,23.722339630126953,23.722339630126953,23.722339630126953,-9.352962493896484,-2.365320920944214,-3.6505208015441895,-0.5618964433670044,-0.5618964433670044,-0.5618964433670044,-0.5618964433670044,-0.5618964433670044,-29.030405044555664,-29.030405044555664,-29.030405044555664,-29.030405044555664,-29.030405044555664,4.555542469024658,1.9711947441101074,2.669510841369629,1.8281097412109375,1.8281097412109375,1.8281097412109375,1.8281097412109375,1.8281097412109375,female,adult
9,-468.7968444824219,77.35716247558594,-2.7784245014190674,23.229305267333984,-7.922142028808594,16.4019832611084,-35.58181381225586,-14.717942237854004,-21.054414749145508,-26.561519622802734,-2.2372303009033203,-25.02186393737793,-4.044468879699707,24.03850555419922,24.03850555419922,24.03850555419922,24.03850555419922,24.03850555419922,-9.567614555358887,-3.409869432449341,-4.12249231338501,-0.8985876441001892,-0.8985876441001892,-0.8985876441001892,-0.8985876441001892,-0.8985876441001892,-29.189973831176758,-29.189973831176758,-29.189973831176758,-29.189973831176758,-29.189973831176758,3.460789680480957,1.6256628036499023,2.6345102787017822,2.229409694671631,2.229409694671631,2.229409694671631,2.229409694671631,2.229409694671631,female,adult
